user_id,user_name,drinking_usage_litres,bathing_usage_litres,cooking_usage_litres,washing_usage_litres,other_usage_litres,total_usage_litres,Water_Usage_Category
85,Lavanya Kurian,1.6,34.04,18.96,22.83,14.6,92.03,Low
86,Madhav Butala,1.19,12.85,29.66,65.64,35.39,144.73,High
87,Neysa Bir,4.8,38.15,29.0,23.51,27.81,123.27,Normal
88,Samar Gour,2.98,27.22,51.86,47.17,11.36,140.59,High
89,Pranay Varma,4.04,33.59,33.51,53.98,22.27,147.39,High
90,Baiju Balan,1.42,48.43,39.83,32.2,35.18,157.06,High
91,Oorja Goyal,2.0,28.54,12.77,79.54,14.58,137.43,High
92,Nehmat Yohannan,2.09,14.58,30.11,33.82,18.7,99.3,Low
93,Samarth Bassi,3.53,11.09,36.23,36.73,23.55,111.13,Normal
94,Sana Majumdar,1.77,45.93,6.66,19.21,4.34,77.91,Low
95,Kavya Taneja,3.82,10.22,57.98,48.32,35.37,155.71,High
96,Miraan Mannan,4.78,28.88,36.72,56.16,9.74,136.28,High
97,Samarth Sampath,4.73,36.43,46.18,6.25,25.23,118.82,Normal
98,Samiha Shan,4.86,14.58,39.22,66.52,15.1,140.28,High
99,Dhanush Maharaj,1.74,5.51,43.07,32.77,10.58,93.67,Low
100,Rhea Sama,3.88,55.43,11.8,9.02,27.32,107.45,Normal
1,Charvi Cherian,2.4,18.06,30.84,7.6,22.85,81.75,Low
2,Romil Khosla,1.01,31.63,22.13,35.77,3.03,93.57,Low
3,Keya Sharaf,4.11,17.68,47.54,20.17,37.14,126.64,Normal
4,Dhruv Sankaran,4.2,13.61,8.28,32.82,13.17,72.08,Low
5,Indrans Bhavsar,3.48,15.93,54.84,68.86,24.46,167.57,High
6,Tejas Lalla,2.7,55.9,22.68,49.02,36.56,166.86,High
7,Vivaan Vaidya,2.12,36.89,32.7,78.5,4.76,154.97,High
8,Khushi Chandran,3.95,8.79,49.0,25.14,2.67,89.55,Low
9,Chirag Dugal,2.59,33.83,26.91,30.79,39.69,133.81,Normal
10,Kismat Bhalla,4.35,25.5,32.04,37.23,24.59,123.71,Normal
11,Alia D’Alia,2.36,22.17,53.71,35.93,27.01,141.18,High
12,Nitya Dyal,3.99,6.33,25.74,18.03,6.01,60.1,Low
13,Anaya Choudhary,4.58,11.61,7.17,67.4,36.25,127.01,Normal
14,Jiya Sandal,1.68,35.94,21.69,43.93,13.77,117.01,Normal
15,Tara Borra,3.01,59.53,25.36,52.01,26.09,166.0,High
16,Kiaan Cherian,4.17,48.43,33.8,14.07,8.6,109.07,Normal
17,Adira Lad,3.17,14.7,11.9,54.26,8.83,92.86,Low
18,Reyansh Aggarwal,2.29,59.75,30.65,19.38,28.44,140.51,High
19,Ishaan Golla,1.77,34.6,33.05,69.48,35.61,174.51,High
20,Vihaan Kuruvilla,2.08,11.91,50.92,26.28,18.35,109.54,Normal
21,Madhav Swaminathan,4.3,11.96,21.85,8.98,34.95,82.04,Low
22,Reyansh Dasgupta,1.15,6.85,18.1,39.26,35.57,100.93,Normal
23,Ryan Tata,2.17,27.64,45.89,55.46,21.53,152.69,High
24,Damini Kalita,3.41,15.04,26.4,29.61,3.25,77.71,Low
25,Neysa Dhar,4.76,48.99,19.14,39.41,39.15,151.45,High
26,Arnav Chauhan,3.82,35.06,21.51,75.19,3.31,138.89,High
27,Rania Rastogi,3.83,27.64,59.57,31.41,35.26,157.71,High
28,Indrajit Ganguly,4.08,20.93,45.21,40.57,39.98,150.77,High
29,Akarsh Warrior,4.75,40.95,13.73,47.57,15.82,122.82,Normal
30,Ivan Sheth,4.69,39.57,17.21,42.92,17.72,122.11,Normal
31,Miraan Wali,2.6,45.18,11.66,73.15,9.38,141.97,High
32,Akarsh Doshi,1.49,8.09,32.6,35.44,10.33,87.95,Low
33,Sumer Ratti,1.18,28.64,21.38,74.29,37.18,162.67,High
34,Adah Subramaniam,3.68,17.76,6.55,56.31,39.07,123.37,Normal
35,Oorja Kashyap,2.44,6.01,17.66,52.25,8.5,86.86,Low
36,Misha Singhal,1.15,28.95,19.82,51.35,3.42,104.69,Normal
37,Yuvaan Lal,2.0,11.62,31.25,35.57,24.1,104.54,Normal
38,Vritika Sibal,4.29,8.64,22.74,58.22,3.77,97.66,Low
39,Shaan Bassi,3.01,40.17,15.99,11.5,31.97,102.64,Normal
40,Rohan Roy,4.95,42.85,51.71,61.22,24.3,185.03,High
41,Kabir Tank,4.78,48.59,39.91,64.8,4.02,162.1,High
42,Anya Wagle,2.96,29.93,17.2,54.24,4.54,108.87,Normal
43,Kashvi Mandal,2.86,23.63,13.72,55.39,39.85,135.45,High
44,Eva Ganesh,2.93,29.21,50.8,77.81,12.55,173.3,High
45,Faiyaz Choudhry,1.93,56.08,19.9,22.61,14.71,115.23,Normal
46,Suhana Babu,3.78,12.15,22.19,76.93,11.01,126.06,Normal
47,Pihu Chandran,3.75,16.79,41.2,54.75,28.78,145.27,High
48,Samar Acharya,1.9,10.25,23.86,12.09,25.73,73.83,Low
49,Vanya Dhar,3.13,27.11,26.8,54.11,11.01,122.16,Normal
50,Indranil Tank,3.08,45.06,47.22,55.69,35.84,186.89,High
51,Arnav Sha,3.72,10.47,20.03,47.34,31.86,113.42,Normal
52,Uthkarsh Suri,2.54,28.93,51.3,38.41,35.88,157.06,High
53,Mannat Bal,3.84,24.53,45.89,47.26,18.54,140.06,High
54,Umang Das,2.48,25.98,24.38,50.72,26.92,130.48,Normal
55,Shanaya Venkataraman,2.04,53.13,26.06,12.28,22.78,116.29,Normal
56,Indrans Deol,3.41,18.21,53.88,48.13,29.17,152.8,High
57,Yuvaan Boase,2.45,51.92,12.75,54.26,23.78,145.16,High
58,Romil Chakraborty,3.03,35.75,46.16,37.69,36.17,158.8,High
59,Anahita Ravel,3.5,31.0,34.01,16.01,20.24,104.76,Normal
60,Hunar Sachar,4.52,54.93,50.03,50.14,8.77,168.39,High
61,Anika Kumar,1.71,10.57,36.62,37.98,17.8,104.68,Normal
62,Shayak Bassi,2.55,32.29,21.57,24.63,1.45,82.49,Low
63,Rasha Sundaram,1.07,25.35,37.98,8.15,6.55,79.1,Low
64,Navya Vasa,4.27,34.36,48.13,38.43,31.46,156.65,High
65,Kismat Thakkar,1.12,45.84,12.5,75.46,31.78,166.7,High
66,Ivana Iyengar,3.03,10.46,20.31,20.59,14.66,69.05,Low
67,Taimur Ramanathan,4.92,46.1,48.16,70.38,26.17,195.73,High
68,Sara Goda,3.76,59.16,10.27,22.94,24.08,120.21,Normal
69,Anya Hans,3.86,29.58,57.88,5.14,35.69,132.15,Normal
70,Renee Bath,3.05,57.95,5.16,10.61,13.39,90.16,Low
71,Rati Dua,1.08,16.56,24.9,69.9,13.16,125.6,Normal
72,Devansh Kapadia,2.75,46.88,58.05,28.59,13.64,149.91,High
73,Shray Jayaraman,1.22,6.73,55.5,38.08,35.38,136.91,High
74,Madhup Batra,1.35,25.0,46.02,21.21,6.16,99.74,Low
75,Aayush Shenoy,1.85,44.03,36.42,62.82,39.49,184.61,High
76,Purab Viswanathan,4.55,28.86,23.63,69.95,23.95,150.94,High
77,Zeeshan Shere,3.54,47.39,45.34,19.31,39.72,155.3,High
78,Anahi Sachar,2.74,14.74,40.22,27.52,24.23,109.45,Normal
79,Navya Doshi,3.4,15.3,16.59,35.55,5.19,76.03,Low
80,Kartik Madan,3.41,9.09,43.59,5.67,38.48,100.24,Normal
81,Samarth Shenoy,3.14,53.62,7.1,67.86,30.2,161.92,High
82,Samar Chahal,2.14,13.95,15.71,18.22,12.56,62.58,Low
83,Mamooty Kata,3.45,17.92,48.66,60.36,32.65,163.04,High
84,Saira Comar,2.9,34.21,11.91,34.65,29.16,112.83,Normal
85,Lavanya Kurian,4.14,29.35,15.57,69.47,15.35,133.88,Normal
86,Madhav Butala,4.67,42.52,54.73,46.75,6.84,155.51,High
87,Neysa Bir,1.0,57.68,24.16,10.37,21.46,114.67,Normal
88,Samar Gour,4.15,57.65,13.68,41.75,30.84,148.07,High
89,Pranay Varma,3.63,23.83,52.25,32.1,27.35,139.16,High
90,Baiju Balan,2.61,52.92,44.6,47.17,14.99,162.29,High
91,Oorja Goyal,1.54,43.1,12.24,52.41,2.56,111.85,Normal
92,Nehmat Yohannan,1.14,10.67,49.44,69.13,5.57,135.95,High
93,Samarth Bassi,1.34,5.23,42.67,40.2,3.74,93.18,Low
94,Sana Majumdar,4.97,35.78,48.25,51.1,27.76,167.86,High
95,Kavya Taneja,1.97,7.81,43.17,65.52,36.38,154.85,High
96,Miraan Mannan,3.0,46.53,6.15,30.09,11.32,97.09,Low
97,Samarth Sampath,4.41,16.64,34.62,78.4,9.26,143.33,High
98,Samiha Shan,2.45,10.05,48.17,12.65,36.52,109.84,Normal
99,Dhanush Maharaj,3.23,55.67,12.08,28.88,38.74,138.6,High
100,Rhea Sama,4.78,10.06,15.61,56.73,2.41,89.59,Low
1,Charvi Cherian,3.28,10.23,59.78,51.46,19.01,143.76,High
2,Romil Khosla,1.68,54.1,21.14,30.25,14.67,121.84,Normal
3,Keya Sharaf,1.06,49.8,29.97,36.51,23.39,140.73,High
4,Dhruv Sankaran,3.75,38.92,35.32,12.28,19.88,110.15,Normal
5,Indrans Bhavsar,2.67,58.42,29.06,29.64,31.22,151.01,High
6,Tejas Lalla,3.73,54.72,42.21,14.44,22.69,137.79,High
7,Vivaan Vaidya,2.55,42.22,56.48,74.25,39.16,214.66,High
8,Khushi Chandran,3.09,5.57,48.37,6.29,19.44,82.76,Low
9,Chirag Dugal,2.79,33.74,13.99,68.67,18.23,137.42,High
10,Kismat Bhalla,2.45,59.79,6.13,70.57,37.53,176.47,High
11,Alia D’Alia,3.92,54.12,47.03,18.17,17.19,140.43,High
12,Nitya Dyal,4.73,33.64,34.43,5.99,10.76,89.55,Low
13,Anaya Choudhary,4.87,21.12,52.23,77.6,36.58,192.4,High
14,Jiya Sandal,2.29,28.24,31.78,67.93,18.18,148.42,High
15,Tara Borra,4.19,24.9,41.13,5.5,21.62,97.34,Low
16,Kiaan Cherian,3.77,43.77,28.84,69.94,10.43,156.75,High
17,Adira Lad,2.71,20.14,13.43,59.58,30.15,126.01,Normal
18,Reyansh Aggarwal,1.04,8.25,54.82,58.73,37.87,160.71,High
19,Ishaan Golla,1.68,29.13,27.66,18.01,31.41,107.89,Normal
20,Vihaan Kuruvilla,2.82,25.01,29.93,35.2,38.23,131.19,Normal
21,Madhav Swaminathan,3.45,27.95,17.03,5.08,30.65,84.16,Low
22,Reyansh Dasgupta,4.13,55.19,18.15,62.82,28.45,168.74,High
23,Ryan Tata,2.13,8.0,25.56,74.47,13.18,123.34,Normal
24,Damini Kalita,2.61,30.4,47.48,76.45,10.74,167.68,High
25,Neysa Dhar,3.06,15.24,31.89,76.31,1.43,127.93,Normal
26,Arnav Chauhan,1.49,41.37,9.71,65.72,12.25,130.54,Normal
27,Rania Rastogi,3.16,13.24,19.09,20.59,12.35,68.43,Low
28,Indrajit Ganguly,3.68,34.78,5.58,16.59,6.29,66.92,Low
29,Akarsh Warrior,2.5,52.26,9.53,6.31,19.16,89.76,Low
30,Ivan Sheth,3.32,26.76,38.48,52.03,25.18,145.77,High
31,Miraan Wali,3.32,21.08,18.71,18.13,2.2,63.44,Low
32,Akarsh Doshi,3.85,44.32,40.05,5.85,4.42,98.49,Low
33,Sumer Ratti,3.32,7.17,25.64,71.75,2.43,110.31,Normal
34,Adah Subramaniam,3.6,12.32,36.89,16.58,11.24,80.63,Low
35,Oorja Kashyap,4.91,47.55,37.53,24.54,28.51,143.04,High
36,Misha Singhal,3.34,38.12,51.31,45.69,12.04,150.5,High
37,Yuvaan Lal,3.75,50.27,52.69,53.36,16.93,177.0,High
38,Vritika Sibal,1.94,5.63,27.03,64.82,35.59,135.01,High
39,Shaan Bassi,2.72,53.86,58.42,57.54,24.54,197.08,High
40,Rohan Roy,3.37,37.02,39.87,40.02,26.99,147.27,High
41,Kabir Tank,2.36,21.88,41.1,72.96,7.39,145.69,High
42,Anya Wagle,4.25,32.67,47.53,74.95,36.88,196.28,High
43,Kashvi Mandal,1.58,45.22,18.56,61.35,18.39,145.1,High
44,Eva Ganesh,1.9,36.11,29.16,36.89,20.78,124.84,Normal
45,Faiyaz Choudhry,1.41,25.65,9.64,15.55,5.22,57.47,Low
46,Suhana Babu,1.94,46.68,8.28,59.34,18.29,134.53,Normal
47,Pihu Chandran,2.07,17.31,46.42,53.2,3.57,122.57,Normal
48,Samar Acharya,4.89,7.85,56.55,41.28,38.08,148.65,High
49,Vanya Dhar,1.81,15.26,55.68,42.32,35.28,150.35,High
50,Indranil Tank,4.97,42.23,55.95,43.9,15.72,162.77,High
51,Arnav Sha,2.33,21.81,17.28,35.56,13.76,90.74,Low
52,Uthkarsh Suri,2.4,49.86,23.76,60.98,20.87,157.87,High
53,Mannat Bal,3.71,27.98,59.56,40.75,38.04,170.04,High
54,Umang Das,2.81,11.95,56.01,78.91,24.91,174.59,High
55,Shanaya Venkataraman,2.11,50.11,40.53,11.1,8.96,112.81,Normal
56,Indrans Deol,4.06,46.85,38.29,10.48,21.16,120.84,Normal
57,Yuvaan Boase,4.83,49.52,41.13,56.15,34.22,185.85,High
58,Romil Chakraborty,3.66,12.91,38.59,19.15,6.27,80.58,Low
59,Anahita Ravel,2.19,35.87,15.95,54.85,24.35,133.21,Normal
60,Hunar Sachar,2.77,37.91,57.58,23.66,35.59,157.51,High
61,Anika Kumar,4.73,47.75,8.99,20.95,30.07,112.49,Normal
62,Shayak Bassi,3.47,28.97,27.52,33.22,33.53,126.71,Normal
63,Rasha Sundaram,1.29,15.11,9.94,16.75,14.83,57.92,Low
64,Navya Vasa,2.08,12.3,22.81,17.08,36.23,90.5,Low
65,Kismat Thakkar,1.2,59.08,30.68,61.63,38.86,191.45,High
66,Ivana Iyengar,3.12,24.7,14.44,19.16,36.91,98.33,Low
67,Taimur Ramanathan,3.87,18.95,17.59,76.58,12.58,129.57,Normal
68,Sara Goda,3.84,56.15,47.42,42.4,8.52,158.33,High
69,Anya Hans,1.7,10.72,41.79,17.33,20.11,91.65,Low
70,Renee Bath,2.64,10.05,21.57,71.41,34.18,139.85,High
71,Rati Dua,2.88,16.78,25.86,22.38,34.64,102.54,Normal
72,Devansh Kapadia,2.6,51.66,38.72,13.35,27.24,133.57,Normal
73,Shray Jayaraman,1.46,59.03,40.44,14.96,10.76,126.65,Normal
74,Madhup Batra,2.39,15.98,59.0,54.11,15.56,147.04,High
75,Aayush Shenoy,3.19,17.8,24.31,7.01,39.23,91.54,Low
76,Purab Viswanathan,2.4,6.54,7.61,17.93,11.49,45.97,Low
77,Zeeshan Shere,3.78,43.93,21.71,76.4,21.51,167.33,High
78,Anahi Sachar,1.44,6.63,5.12,59.88,15.22,88.29,Low
79,Navya Doshi,3.72,45.82,59.63,24.69,23.29,157.15,High
80,Kartik Madan,1.01,17.52,12.89,10.02,34.66,76.1,Low
81,Samarth Shenoy,2.33,39.49,17.24,73.78,6.01,138.85,High
82,Samar Chahal,4.52,20.33,58.05,22.3,26.33,131.53,Normal
83,Mamooty Kata,1.89,57.18,50.66,26.55,18.66,154.94,High
84,Saira Comar,1.25,8.89,13.93,37.61,4.22,65.9,Low
85,Lavanya Kurian,4.3,29.24,37.12,33.52,35.42,139.6,High
86,Madhav Butala,2.42,28.74,50.3,27.09,3.84,112.39,Normal
87,Neysa Bir,3.05,23.25,32.18,62.69,11.52,132.69,Normal
88,Samar Gour,3.68,54.43,38.76,56.69,10.04,163.6,High
89,Pranay Varma,4.51,9.45,43.73,50.46,23.02,131.17,Normal
90,Baiju Balan,4.84,5.23,23.95,62.24,8.54,104.8,Normal
91,Oorja Goyal,2.37,19.23,26.91,38.21,3.01,89.73,Low
92,Nehmat Yohannan,4.78,32.15,49.44,27.44,2.25,116.06,Normal
93,Samarth Bassi,1.96,46.47,21.88,21.03,2.48,93.82,Low
94,Sana Majumdar,3.7,58.82,49.64,50.76,38.15,201.07,High
95,Kavya Taneja,3.77,47.64,27.63,76.44,33.74,189.22,High
96,Miraan Mannan,4.97,33.98,11.32,60.37,10.45,121.09,Normal
97,Samarth Sampath,4.69,21.46,16.04,6.23,22.39,70.81,Low
98,Samiha Shan,1.91,25.2,5.7,22.72,30.77,86.3,Low
99,Dhanush Maharaj,2.25,22.83,42.19,79.16,5.61,152.04,High
100,Rhea Sama,2.12,18.77,27.08,10.83,8.69,67.49,Low
1,Charvi Cherian,1.59,48.51,17.37,79.71,17.2,164.38,High
2,Romil Khosla,1.46,57.38,59.04,44.25,36.36,198.49,High
3,Keya Sharaf,2.85,57.04,52.62,31.06,9.6,153.17,High
4,Dhruv Sankaran,3.94,48.61,17.05,9.46,10.3,89.36,Low
5,Indrans Bhavsar,2.53,28.37,30.12,71.38,19.33,151.73,High
6,Tejas Lalla,4.92,23.04,10.68,27.61,5.18,71.43,Low
7,Vivaan Vaidya,1.44,36.71,57.43,64.24,27.74,187.56,High
8,Khushi Chandran,4.78,22.36,51.95,35.04,32.2,146.33,High
9,Chirag Dugal,4.33,29.48,7.81,11.25,5.46,58.33,Low
10,Kismat Bhalla,1.04,51.38,27.07,30.66,28.63,138.78,High
11,Alia D’Alia,2.48,41.7,27.56,19.6,2.59,93.93,Low
12,Nitya Dyal,3.35,50.8,25.56,11.35,39.53,130.59,Normal
13,Anaya Choudhary,1.07,10.22,42.64,55.34,20.17,129.44,Normal
14,Jiya Sandal,4.08,7.94,14.47,42.87,2.09,71.45,Low
15,Tara Borra,3.76,23.62,44.22,27.28,8.95,107.83,Normal
16,Kiaan Cherian,2.13,59.6,10.03,44.3,3.91,119.97,Normal
17,Adira Lad,1.16,16.54,23.31,79.06,38.57,158.64,High
18,Reyansh Aggarwal,2.71,27.74,31.49,65.47,25.96,153.37,High
19,Ishaan Golla,3.59,27.25,38.51,12.41,4.93,86.69,Low
20,Vihaan Kuruvilla,4.65,9.62,7.52,69.76,24.67,116.22,Normal
21,Madhav Swaminathan,4.05,44.06,27.66,19.99,28.06,123.82,Normal
22,Reyansh Dasgupta,3.5,48.25,7.99,35.97,33.39,129.1,Normal
23,Ryan Tata,4.3,24.24,10.99,68.27,32.18,139.98,High
24,Damini Kalita,2.21,45.58,18.47,20.49,27.98,114.73,Normal
25,Neysa Dhar,3.19,21.7,9.26,59.98,4.27,98.4,Low
26,Arnav Chauhan,3.82,51.95,5.94,26.72,22.92,111.35,Normal
27,Rania Rastogi,2.47,15.64,7.82,40.9,10.99,77.82,Low
28,Indrajit Ganguly,2.4,55.3,22.45,48.99,22.02,151.16,High
29,Akarsh Warrior,2.38,37.62,56.13,39.84,32.4,168.37,High
30,Ivan Sheth,2.6,54.13,16.49,62.66,8.75,144.63,High
31,Miraan Wali,2.54,42.1,47.87,5.59,12.4,110.5,Normal
32,Akarsh Doshi,4.85,24.58,17.05,59.0,9.3,114.78,Normal
33,Sumer Ratti,1.6,6.29,28.25,31.28,4.34,71.76,Low
34,Adah Subramaniam,1.39,52.01,58.33,27.24,19.04,158.01,High
35,Oorja Kashyap,2.52,28.63,34.06,45.63,30.93,141.77,High
36,Misha Singhal,3.35,15.99,41.09,7.46,30.29,98.18,Low
37,Yuvaan Lal,1.21,29.2,20.07,18.74,6.14,75.36,Low
38,Vritika Sibal,4.93,31.53,39.53,75.62,31.43,183.04,High
39,Shaan Bassi,1.29,53.93,34.91,51.46,29.69,171.28,High
40,Rohan Roy,3.93,43.06,49.96,56.84,22.26,176.05,High
41,Kabir Tank,2.17,28.97,32.42,68.32,11.81,143.69,High
42,Anya Wagle,3.06,8.16,35.24,49.01,16.2,111.67,Normal
43,Kashvi Mandal,4.81,7.12,13.65,32.93,17.42,75.93,Low
44,Eva Ganesh,3.93,23.61,54.32,73.83,26.5,182.19,High
45,Faiyaz Choudhry,4.69,16.75,34.75,53.99,10.76,120.94,Normal
46,Suhana Babu,4.65,23.91,53.33,56.95,18.91,157.75,High
47,Pihu Chandran,4.91,23.64,6.33,14.4,17.59,66.87,Low
48,Samar Acharya,4.96,5.05,27.53,19.85,11.03,68.42,Low
49,Vanya Dhar,2.68,19.99,51.04,6.8,11.05,91.56,Low
50,Indranil Tank,3.87,53.01,10.85,36.72,16.68,121.13,Normal
51,Arnav Sha,2.76,21.32,24.21,51.26,34.35,133.9,Normal
52,Uthkarsh Suri,1.26,27.65,31.68,61.17,28.03,149.79,High
53,Mannat Bal,3.72,8.71,27.13,43.68,26.75,109.99,Normal
54,Umang Das,3.89,6.0,48.49,30.91,2.15,91.44,Low
55,Shanaya Venkataraman,4.71,24.35,57.82,12.7,9.53,109.11,Normal
56,Indrans Deol,3.77,38.49,25.67,5.04,12.9,85.87,Low
57,Yuvaan Boase,2.81,38.61,43.1,78.63,28.7,191.85,High
58,Romil Chakraborty,1.52,39.46,31.63,34.71,10.61,117.93,Normal
59,Anahita Ravel,3.34,38.42,55.58,39.26,29.35,165.95,High
60,Hunar Sachar,3.88,41.41,13.47,57.49,10.21,126.46,Normal
61,Anika Kumar,4.9,20.2,35.73,67.08,17.03,144.94,High
62,Shayak Bassi,3.56,27.32,21.29,57.83,39.59,149.59,High
63,Rasha Sundaram,3.08,26.15,58.82,49.8,9.36,147.21,High
64,Navya Vasa,2.13,35.36,58.85,74.72,23.13,194.19,High
65,Kismat Thakkar,2.82,54.4,35.53,25.37,12.04,130.16,Normal
66,Ivana Iyengar,4.74,13.78,34.12,72.62,37.64,162.9,High
67,Taimur Ramanathan,2.15,56.05,33.37,44.96,18.02,154.55,High
68,Sara Goda,2.93,57.98,30.15,74.66,17.28,183.0,High
69,Anya Hans,3.41,15.31,20.38,54.91,39.23,133.24,Normal
70,Renee Bath,3.9,43.84,6.1,24.1,13.6,91.54,Low
71,Rati Dua,2.2,43.06,52.78,44.61,5.07,147.72,High
72,Devansh Kapadia,3.39,25.59,15.37,43.11,20.37,107.83,Normal
73,Shray Jayaraman,4.28,11.26,24.54,15.59,27.71,83.38,Low
74,Madhup Batra,4.9,23.36,38.8,60.22,14.87,142.15,High
75,Aayush Shenoy,2.13,31.38,44.48,53.47,5.99,137.45,High
76,Purab Viswanathan,3.24,16.71,39.38,46.33,37.42,143.08,High
77,Zeeshan Shere,3.28,23.36,8.44,16.69,10.26,62.03,Low
78,Anahi Sachar,3.99,56.65,52.6,77.97,7.9,199.11,High
79,Navya Doshi,1.35,42.27,45.43,5.0,24.66,118.71,Normal
80,Kartik Madan,4.92,55.47,37.68,73.92,39.39,211.38,High
81,Samarth Shenoy,3.4,39.96,30.27,56.89,30.16,160.68,High
82,Samar Chahal,3.6,14.91,41.85,19.24,11.83,91.43,Low
83,Mamooty Kata,2.58,20.93,28.29,11.38,28.25,91.43,Low
84,Saira Comar,4.38,10.51,52.64,35.05,4.96,107.54,Normal
85,Lavanya Kurian,3.93,35.85,30.54,40.68,17.7,128.7,Normal
86,Madhav Butala,4.86,35.91,31.03,45.02,3.37,120.19,Normal
87,Neysa Bir,3.95,40.53,37.7,46.16,36.03,164.37,High
88,Samar Gour,2.71,36.33,59.96,65.09,13.18,177.27,High
89,Pranay Varma,4.95,48.08,34.73,56.93,2.1,146.79,High
90,Baiju Balan,1.56,37.18,56.48,40.48,31.81,167.51,High
91,Oorja Goyal,1.22,27.71,10.85,72.46,5.57,117.81,Normal
92,Nehmat Yohannan,2.56,41.49,21.02,11.91,32.22,109.2,Normal
93,Samarth Bassi,4.67,41.89,33.37,7.84,20.18,107.95,Normal
94,Sana Majumdar,3.43,22.09,32.23,26.29,12.69,96.73,Low
95,Kavya Taneja,3.16,44.66,8.26,11.58,28.76,96.42,Low
96,Miraan Mannan,1.3,38.37,17.93,13.95,18.05,89.6,Low
97,Samarth Sampath,2.37,30.48,29.82,47.44,25.02,135.13,High
98,Samiha Shan,4.11,44.29,21.38,34.79,24.39,128.96,Normal
99,Dhanush Maharaj,2.32,22.46,58.3,6.62,14.73,104.43,Normal
100,Rhea Sama,2.89,17.31,54.95,41.22,13.35,129.72,Normal
1,Charvi Cherian,2.39,9.11,40.18,58.86,23.8,134.34,Normal
2,Romil Khosla,1.24,51.41,28.65,42.13,22.7,146.13,High
3,Keya Sharaf,1.17,48.72,8.14,45.18,3.85,107.06,Normal
4,Dhruv Sankaran,4.91,8.51,47.12,38.5,28.79,127.83,Normal
5,Indrans Bhavsar,1.68,23.62,16.32,48.32,32.35,122.29,Normal
6,Tejas Lalla,4.16,35.99,41.66,25.35,32.12,139.28,High
7,Vivaan Vaidya,2.63,35.49,45.18,27.6,36.36,147.26,High
8,Khushi Chandran,3.69,47.7,7.05,24.78,17.17,100.39,Normal
9,Chirag Dugal,2.91,7.72,42.85,75.09,33.98,162.55,High
10,Kismat Bhalla,4.9,33.27,15.26,19.46,1.43,74.32,Low
11,Alia D’Alia,1.91,15.37,28.68,6.18,25.09,77.23,Low
12,Nitya Dyal,1.77,7.38,47.66,6.83,12.01,75.65,Low
13,Anaya Choudhary,1.33,7.62,5.36,61.77,8.08,84.16,Low
14,Jiya Sandal,2.19,7.41,48.15,36.94,28.38,123.07,Normal
15,Tara Borra,4.26,25.04,12.84,60.33,39.17,141.64,High
16,Kiaan Cherian,1.54,52.26,47.31,23.06,18.37,142.54,High
17,Adira Lad,3.08,18.81,14.97,6.13,29.38,72.37,Low
18,Reyansh Aggarwal,4.75,51.39,9.5,69.88,28.73,164.25,High
19,Ishaan Golla,2.39,32.09,6.38,49.46,21.15,111.47,Normal
20,Vihaan Kuruvilla,2.78,35.24,18.11,8.84,21.92,86.89,Low
21,Madhav Swaminathan,3.08,45.7,22.25,51.38,11.37,133.78,Normal
22,Reyansh Dasgupta,2.1,43.01,33.79,46.52,13.72,139.14,High
23,Ryan Tata,2.19,33.37,13.48,58.76,2.34,110.14,Normal
24,Damini Kalita,3.12,31.37,33.11,75.4,4.59,147.59,High
25,Neysa Dhar,2.58,25.98,45.31,24.24,30.04,128.15,Normal
26,Arnav Chauhan,1.25,29.64,22.04,54.85,27.43,135.21,High
27,Rania Rastogi,3.62,34.08,14.35,50.49,14.61,117.15,Normal
28,Indrajit Ganguly,1.69,39.45,16.58,51.79,37.62,147.13,High
29,Akarsh Warrior,3.9,34.96,15.06,21.43,35.09,110.44,Normal
30,Ivan Sheth,1.44,36.07,8.63,69.65,1.63,117.42,Normal
31,Miraan Wali,4.06,33.61,47.35,36.93,31.88,153.83,High
32,Akarsh Doshi,2.36,49.91,8.2,32.15,35.2,127.82,Normal
33,Sumer Ratti,1.12,28.93,17.39,53.27,5.69,106.4,Normal
34,Adah Subramaniam,4.14,48.27,39.99,74.57,24.78,191.75,High
35,Oorja Kashyap,1.16,11.8,41.46,7.0,39.91,101.33,Normal
36,Misha Singhal,2.67,8.29,31.77,45.98,31.77,120.48,Normal
37,Yuvaan Lal,2.22,17.4,17.22,32.34,7.01,76.19,Low
38,Vritika Sibal,4.28,7.94,58.02,53.93,23.34,147.51,High
39,Shaan Bassi,2.51,18.23,20.4,58.7,25.63,125.47,Normal
40,Rohan Roy,4.93,13.99,59.65,16.83,11.78,107.18,Normal
41,Kabir Tank,1.47,53.42,11.82,66.05,32.17,164.93,High
42,Anya Wagle,2.46,12.99,51.67,64.36,4.66,136.14,High
43,Kashvi Mandal,3.6,10.0,24.28,37.48,36.11,111.47,Normal
44,Eva Ganesh,2.89,47.69,20.11,69.17,10.25,150.11,High
45,Faiyaz Choudhry,4.5,18.14,47.76,6.82,23.79,101.01,Normal
46,Suhana Babu,2.19,8.27,39.1,57.88,39.63,147.07,High
47,Pihu Chandran,3.76,17.04,30.78,15.83,2.61,70.02,Low
48,Samar Acharya,1.38,30.78,22.28,59.71,10.27,124.42,Normal
49,Vanya Dhar,4.71,7.85,36.35,64.6,8.88,122.39,Normal
50,Indranil Tank,3.63,9.44,28.46,32.33,31.95,105.81,Normal
